example_id,class_str,pred_class_str,example_type,orig_row_idx,numark,pixel_id,NBR_1997_1998,NBR_1999_2000,NBR_2001_2002,NBR_2003_2004,NBR_2005_2006,NBR_2007_2008,NBR_2009_2010,NBR_2011_2012,NBR_2013_2014,NBR_2015_2016,NDMI_1997_1998,NDMI_1999_2000,NDMI_2001_2002,NDMI_2003_2004,NDMI_2005_2006,NDMI_2007_2008,NDMI_2009_2010,NDMI_2011_2012,NDMI_2013_2014,NDMI_2015_2016,NDVI_1997_1998,NDVI_1999_2000,NDVI_2001_2002,NDVI_2003_2004,NDVI_2005_2006,NDVI_2007_2008,NDVI_2009_2010,NDVI_2011_2012,NDVI_2013_2014,NDVI_2015_2016,NIR_1997_1998,NIR_1999_2000,NIR_2001_2002,NIR_2003_2004,NIR_2005_2006,NIR_2007_2008,NIR_2009_2010,NIR_2011_2012,NIR_2013_2014,NIR_2015_2016,SWIR1_1997_1998,SWIR1_1999_2000,SWIR1_2001_2002,SWIR1_2003_2004,SWIR1_2005_2006,SWIR1_2007_2008,SWIR1_2009_2010,SWIR1_2011_2012,SWIR1_2013_2014,SWIR1_2015_2016,SWIR2_1997_1998,SWIR2_1999_2000,SWIR2_2001_2002,SWIR2_2003_2004,SWIR2_2005_2006,SWIR2_2007_2008,SWIR2_2009_2010,SWIR2_2011_2012,SWIR2_2013_2014,SWIR2_2015_2016,prob_true,prob_pred,prob_shrubs_to_trees,prob_stable_shrubs,prob_stable_trees,prob_stable_wetland,prob_wetland_to_woody
shrubs_to_trees_correct_highconf_0,shrubs_to_trees,shrubs_to_trees,correct_highconf,34687,BI66,187000002486,-1.022169,-0.21051261,-0.07231331,0.5394147,0.67084056,0.76718074,0.80433667,0.8823005,0.8611459,1.3399625,-1.161185,-0.13558553,-0.14738332,0.40567803,0.73676974,0.9751964,0.96719855,1.3406827,1.0248516,1.3095753,-0.9741251,0.23889738,0.06167015,0.472571,0.9115995,0.44286507,0.7603166,0.7983604,0.65479785,1.0963812,-1.1269349,-0.37264612,-0.2746701,-0.07906922,0.15857598,-0.25896427,0.23157524,0.2642227,0.14647633,0.48668852,0.20892178,-0.05917181,-0.0987806,-0.47146356,-0.58255374,-0.73216546,-0.6208594,-0.5098799,-0.7515078,-0.84580815,-0.028756687,-0.045136824,-0.19612883,-0.52791107,-0.6578025,-0.9693813,-0.8688886,-0.6615978,-1.0425041,-1.080457,0.9957504,0.9957504,0.9957504,0.0013679242,0.0012391645,5.193745e-05,0.0015904885
shrubs_to_trees_correct_highconf_1,shrubs_to_trees,shrubs_to_trees,correct_highconf,18151,BI66,187000002486,-1.022169,-0.21051261,-0.07231331,0.5394147,0.67084056,0.76718074,0.80433667,0.8823005,0.8611459,1.3399625,-1.161185,-0.13558553,-0.14738332,0.40567803,0.73676974,0.9751964,0.96719855,1.3406827,1.0248516,1.3095753,-0.9741251,0.23889738,0.06167015,0.472571,0.9115995,0.44286507,0.7603166,0.7983604,0.65479785,1.0963812,-1.1269349,-0.37264612,-0.2746701,-0.07906922,0.15857598,-0.25896427,0.23157524,0.2642227,0.14647633,0.48668852,0.20892178,-0.05917181,-0.0987806,-0.47146356,-0.58255374,-0.73216546,-0.6208594,-0.5098799,-0.7515078,-0.84580815,-0.028756687,-0.045136824,-0.19612883,-0.52791107,-0.6578025,-0.9693813,-0.8688886,-0.6615978,-1.0425041,-1.080457,0.9957504,0.9957504,0.9957504,0.0013679242,0.0012391645,5.193745e-05,0.0015904885
shrubs_to_trees_correct_highconf_2,shrubs_to_trees,shrubs_to_trees,correct_highconf,85262,GP95,245000003067,-0.27470943,0.51963186,0.813965,0.74102056,0.4965312,0.53458667,-0.40541616,-0.09298468,0.2560362,0.66054386,-0.60279834,0.22228517,0.65671086,0.59807485,0.53019637,0.3541395,-0.39937568,0.18753645,0.14780091,0.7850267,-0.4188762,0.20020118,0.50372136,0.5765787,0.31838787,0.23015624,-0.22179155,0.08735513,0.24402943,0.3930804,-0.45488155,-0.21405017,0.17934346,0.12887713,0.16394125,-0.25051135,-0.6293727,-0.3497495,-0.27351978,-0.21245432,-0.022637,-0.15351258,-0.4015244,-0.37623167,-0.48543006,-0.37187496,-0.40855286,-0.1952717,-0.5031083,-0.7782244,-0.114645496,-0.30756587,-0.4966857,-0.60414904,-0.71447563,-0.72039825,-0.62296385,-0.3334077,-0.6529978,-0.8468438,0.9917864,0.9917864,0.9917864,0.0027304315,0.005137259,3.2707808e-06,0.00034261183
shrubs_to_trees_correct_highconf_3,shrubs_to_trees,shrubs_to_trees,correct_highconf,4402,GP95,244000003067,-0.27470943,0.51963186,0.813965,0.74102056,0.4965312,0.53458667,-0.40541616,-0.09298468,0.2560362,0.66054386,-0.60279834,0.22228517,0.65671086,0.59807485,0.53019637,0.3541395,-0.39937568,0.18753645,0.14780091,0.7850267,-0.4188762,0.20020118,0.50372136,0.5765787,0.31838787,0.23015624,-0.22179155,0.08735513,0.24402943,0.3930804,-0.45488155,-0.21405017,0.17934346,0.12887713,0.16394125,-0.25051135,-0.6293727,-0.3497495,-0.27351978,-0.21245432,-0.022637,-0.15351258,-0.4015244,-0.37623167,-0.48543006,-0.37187496,-0.40855286,-0.1952717,-0.5031083,-0.7782244,-0.114645496,-0.30756587,-0.4966857,-0.60414904,-0.71447563,-0.72039825,-0.62296385,-0.3334077,-0.6529978,-0.8468438,0.9917864,0.9917864,0.9917864,0.0027304315,0.005137259,3.2707808e-06,0.00034261183
shrubs_to_trees_correct_highconf_4,shrubs_to_trees,shrubs_to_trees,correct_highconf,124987,T70,224000002317,-0.24521199,0.3046806,1.183614,1.1104163,1.0141275,1.3360803,0.45885712,1.4132165,1.3447751,1.6953037,-0.8061921,0.17598984,1.1250825,1.2392385,0.92729723,1.5184649,0.16792502,1.5048149,1.2204535,1.7072684,0.27625826,0.72223246,1.1206355,1.2464472,1.1995263,1.1666126,0.5118812,1.314195,1.0730373,1.6042513,-0.022156568,0.46727994,0.75916266,0.5100317,0.36012328,0.579876,0.060029946,0.7641752,0.7227159,0.72579145,0.59810793,0.36378932,0.043529123,-0.49685875,-0.57280654,-0.53550994,-0.35027263,-0.26539752,-0.47337562,-0.6934483,0.75074935,0.12625688,-0.384822,-0.7261297,-0.9128316,-0.82680124,-0.6144301,-0.7335089,-0.7577269,-0.99578494,0.9901265,0.9901265,0.9901265,0.0022441354,0.006759794,9.090139e-05,0.0007786952
shrubs_to_trees_correct_highconf_5,shrubs_to_trees,shrubs_to_trees,correct_highconf,81649,T70,224000002317,-0.24521199,0.31569755,1.17093,1.0394793,0.99214184,1.3141308,0.52122855,1.4305284,1.5518174,1.8326634,-0.74908096,0.1534118,1.1308093,1.0351429,0.9279458,1.4850764,-0.013437384,1.640245,1.3801925,1.8194768,0.27625826,0.5482051,1.2440561,1.0832154,1.0383177,1.1439009,0.6394769,0.9952169,1.2874929,1.6755743,-0.08839492,0.26246738,0.8137155,0.36239463,0.3227997,0.60768163,0.03184175,0.7641752,0.7861439,0.94820136,0.6762241,0.28359967,-0.10113005,-0.49685875,-0.60622543,-0.53404236,-0.32605228,-0.31368086,-0.36460674,-0.6128221,0.5750677,0.037469324,-0.46349537,-0.73316705,-0.9018834,-0.854466,-0.5275419,-0.69984835,-0.8244379,-0.95701945,0.9879417,0.9879417,0.9879417,0.0022255722,0.0090333605,4.6349305e-05,0.00075303594
shrubs_to_trees_correct_highconf_6,shrubs_to_trees,shrubs_to_trees,correct_highconf,120551,T70,223000002318,-0.33911902,0.4049719,1.0761763,1.0161623,1.1410861,1.3827401,0.6879079,1.4824507,1.5834439,1.8690923,-0.9384665,0.17583157,1.1314046,1.1734405,0.95104504,1.4594811,0.264593,1.3308432,1.6925455,1.8584564,0.04052958,0.7571581,1.1001571,1.1799358,1.1672796,1.2446723,0.69281155,1.2767415,1.2463143,1.6633861,-0.21458621,0.40452266,0.6304624,0.44972244,0.42310682,0.6819783,0.26942796,0.97767526,0.88385725,0.9113785,0.6825013,0.36441827,-0.07327225,-0.44321144,-0.5331216,-0.46763444,-0.36541036,-0.289156,-0.3792849,-0.6608421,0.6921888,0.06669055,-0.4548905,-0.78946584,-0.8909352,-0.7083392,-0.62761855,-0.6309973,-0.844523,-0.982523,0.98599595,0.98599595,0.98599595,0.0027276648,0.009737516,0.00011133654,0.0014276841
shrubs_to_trees_correct_highconf_7,shrubs_to_trees,shrubs_to_trees,correct_highconf,67971,BI66,189000002485,-1.6726139,-0.66489154,-0.79439837,0.19144711,0.45197862,0.7760346,0.5322509,0.43808147,0.32726133,0.9478609,-1.3104554,-0.7795372,-0.78795856,-0.12169136,0.33434978,0.7880479,0.9395998,1.0210856,0.44109675,1.0485183,-0.87099314,-0.26150462,-0.6336989,0.080370985,0.45040986,0.72869116,0.4031335,0.43589646,0.25586763,0.7748154,-1.03072,-0.5978913,-0.64518434,-0.3014898,-0.07796217,-0.005821804,-0.04950132,0.081076875,-0.21523462,0.029103462,0.37770858,0.18265504,0.022384046,-0.135295,-0.3910913,-0.79160243,-0.5879348,-0.4278748,-0.57085365,-0.81557333,0.4761654,0.30888954,0.07000846,-0.25755963,-0.43883815,-0.8175796,-0.61986065,-0.5208356,-0.7319033,-0.9906842,0.98503727,0.98503727,0.98503727,0.0069109374,0.0006143904,0.00027147477,0.007165936
shrubs_to_trees_correct_highconf_8,shrubs_to_trees,shrubs_to_trees,correct_highconf,57559,BI66,188000002485,-1.6726139,-0.66489154,-0.79439837,0.19144711,0.45197862,0.7760346,0.5322509,0.43808147,0.32726133,0.9478609,-1.3104554,-0.7795372,-0.78795856,-0.12169136,0.33434978,0.7880479,0.9395998,1.0210856,0.44109675,1.0485183,-0.87099314,-0.26150462,-0.6336989,0.080370985,0.45040986,0.72869116,0.4031335,0.43589646,0.25586763,0.7748154,-1.03072,-0.5978913,-0.64518434,-0.3014898,-0.07796217,-0.005821804,-0.04950132,0.081076875,-0.21523462,0.029103462,0.37770858,0.18265504,0.022384046,-0.135295,-0.3910913,-0.79160243,-0.5879348,-0.4278748,-0.57085365,-0.81557333,0.4761654,0.30888954,0.07000846,-0.25755963,-0.43883815,-0.8175796,-0.61986065,-0.5208356,-0.7319033,-0.9906842,0.98503727,0.98503727,0.98503727,0.0069109374,0.0006143904,0.00027147477,0.007165936
shrubs_to_trees_correct_highconf_9,shrubs_to_trees,shrubs_to_trees,correct_highconf,2779,T70,223000002318,-0.24521199,0.36258453,0.9741017,1.2079759,1.2065394,1.3501062,0.6812501,1.6116316,1.6432614,1.840169,-0.6058042,0.30251995,1.1978539,1.0509465,1.0872893,1.4016277,0.39403483,1.6396028,1.5762975,1.8380442,0.27625826,0.6975941,1.033092,1.1360232,1.107834,1.1070687,0.7892372,1.4909989,1.2799172,1.5982597,-0.12804122,0.37971163,0.5469631,0.33778843,0.5327448,0.5571866,0.104057215,1.0054787,0.8853266,0.80238295,0.48442093,0.20089425,-0.22128779,-0.5381259,-0.5731547,-0.58430696,-0.33437803,-0.2983528,-0.5023556,-0.72309035,0.5750677,-0.047946557,-0.5243443,-0.97830135,-0.8960873,-0.8502099,-0.5872776,-0.69984835,-0.9040608,-1.0202684,0.98434365,0.98434365,0.98434365,0.0016456787,0.01336257,3.9206116e-05,0.00060888374
shrubs_to_trees_true_misclassified_10,shrubs_to_trees,stable_wetland,true_misclassified,83886,HZ10,-124999996824,0.1012502,-0.19881506,-0.36742863,-1.7179115,-0.36554605,1.2885416,0.70491695,0.7044462,-0.6364453,-0.8768352,-0.004264001,-0.41952676,-1.0090355,-1.8348198,-0.95362604,0.59402615,0.08811599,0.08952449,-1.3129678,-1.1845427,0.46476296,0.432511,-0.052844055,-1.5762026,-0.015057546,1.4329505,1.3295201,1.0858923,0.18351214,-0.68198,0.74296886,0.58549714,0.055096496,-0.52439284,0.23952149,1.7443758,1.3915865,1.350599,0.57626826,0.041623224,0.52871,0.863481,1.0212371,1.0573257,1.203965,1.223383,1.1063544,1.3271867,1.5352733,1.4099474,0.053878758,0.556708,1.1382453,1.3270166,1.1389934,0.90047425,1.1605728,1.13465,1.4186306,1.2521043,0.0006649818,0.58222234,0.0006649818,0.3388266,0.00010239282,0.58222234,0.07818362
shrubs_to_trees_true_misclassified_11,shrubs_to_trees,stable_wetland,true_misclassified,89849,HZ10,-124999996824,0.1012502,-0.19881506,-0.36742863,-1.7179115,-0.36554605,1.2885416,0.70491695,0.7044462,-0.6364453,-0.8768352,-0.004264001,-0.41952676,-1.0090355,-1.8348198,-0.95362604,0.59402615,0.08811599,0.08952449,-1.3129678,-1.1845427,0.46476296,0.432511,-0.052844055,-1.5762026,-0.015057546,1.4329505,1.3295201,1.0858923,0.18351214,-0.68198,0.74296886,0.58549714,0.055096496,-0.52439284,0.23952149,1.7443758,1.3915865,1.350599,0.57626826,0.041623224,0.52871,0.863481,1.0212371,1.0573257,1.203965,1.223383,1.1063544,1.3271867,1.5352733,1.4099474,0.053878758,0.556708,1.1382453,1.3270166,1.1389934,0.90047425,1.1605728,1.13465,1.4186306,1.2521043,0.0006649818,0.58222234,0.0006649818,0.3388266,0.00010239282,0.58222234,0.07818362
shrubs_to_trees_true_misclassified_12,shrubs_to_trees,stable_trees,true_misclassified,70001,CV65,165000002646,0.5934969,0.20219724,-0.07090747,-0.09569105,-0.18717408,-0.59328794,0.28794262,-0.46478495,-0.68115556,-0.41944498,1.8387612,1.3208363,0.99073297,0.9457696,0.88331497,0.4222077,1.6628433,0.7239203,0.66621953,0.58055073,-0.10357491,-0.70043594,-1.0476857,-0.93462944,-1.1010365,-1.4057969,-0.78437376,-1.1111032,-1.3800519,-1.4511124,-0.831038,-1.4091144,-1.4042487,-1.5033329,-1.4549688,-1.587851,-1.1711229,-1.5065272,-1.8246891,-1.9870694,-1.9699626,-2.055737,-2.2324195,-2.2183337,-2.2287827,-2.2503755,-2.2947125,-2.0495822,-2.244916,-2.0934396,-1.7153007,-1.7562642,-1.7923379,-1.6368799,-1.7487603,-1.9965249,-2.1791945,-1.8519562,-1.9269632,-1.6777518,0.001731041,0.8783523,0.001731041,0.030040847,0.8783523,0.011433901,0.0784419
shrubs_to_trees_true_misclassified_13,shrubs_to_trees,stable_trees,true_misclassified,7961,CV65,164000002646,0.5934969,0.20219724,-0.07090747,-0.09569105,-0.18717408,-0.59328794,0.28794262,-0.46478495,-0.68115556,-0.41944498,1.8387612,1.3208363,0.99073297,0.9457696,0.88331497,0.4222077,1.6628433,0.7239203,0.66621953,0.58055073,-0.10357491,-0.70043594,-1.0476857,-0.93462944,-1.1010365,-1.4057969,-0.78437376,-1.1111032,-1.3800519,-1.4511124,-0.831038,-1.4091144,-1.4042487,-1.5033329,-1.4549688,-1.587851,-1.1711229,-1.5065272,-1.8246891,-1.9870694,-1.9699626,-2.055737,-2.2324195,-2.2183337,-2.2287827,-2.2503755,-2.2947125,-2.0495822,-2.244916,-2.0934396,-1.7153007,-1.7562642,-1.7923379,-1.6368799,-1.7487603,-1.9965249,-2.1791945,-1.8519562,-1.9269632,-1.6777518,0.001731041,0.8783523,0.001731041,0.030040847,0.8783523,0.011433901,0.0784419
shrubs_to_trees_true_misclassified_14,shrubs_to_trees,stable_wetland,true_misclassified,21088,HZ10,-123999996825,1.1717328,1.088532,0.79756445,-0.64628977,0.2284651,0.75500673,0.5198874,0.83898824,0.9755736,0.24028517,1.255239,1.0557221,0.8336805,-0.78842366,-0.14426868,0.47154602,0.0070693996,0.5186235,0.553993,0.31769344,0.9532162,0.80832154,0.5502205,-0.4990744,0.6334158,0.95366067,0.76895666,1.2026758,1.2192987,0.5696845,0.8631165,0.26295388,0.01880213,-0.34346506,0.41797483,0.6806436,0.6640627,1.0541986,1.1772423,0.6685933,-0.6346636,-0.6399965,-0.40790147,0.33292845,0.48963597,0.6510273,0.46224445,0.6056188,0.5578588,0.2882944,-0.9754856,-0.8734461,-0.6343641,0.356449,0.31208083,0.20672663,0.43288365,0.33903772,0.3247133,0.16360971,0.0032368642,0.5884229,0.0032368642,0.31580535,0.00936892,0.5884229,0.083165966
shrubs_to_trees_true_misclassified_15,shrubs_to_trees,stable_trees,true_misclassified,138980,CV65,165000002647,0.7121538,0.23352331,-0.013751611,-0.12992604,-0.08201463,-0.3937119,-0.037353627,-0.21187964,-0.5553789,-0.21222506,1.8300287,1.2357749,1.1184067,1.4399891,1.006154,0.80486554,1.795908,1.2219394,0.9531932,0.71547157,0.2694998,-0.60675216,-0.8070764,-0.9927185,-0.9128805,-1.2267548,-0.88878316,-0.84310377,-1.1674383,-1.2016333,-0.4456952,-1.1717069,-1.2267848,-1.3265061,-1.4398061,-1.5297929,-1.3289769,-1.1716101,-1.6155483,-1.7541035,-1.7781594,-2.0815237,-2.1199813,-2.178654,-2.2249534,-2.2632167,-2.2545977,-2.138485,-2.415032,-2.1927402,-1.5266055,-1.5775652,-1.7198108,-1.6392256,-1.8002813,-1.846142,-1.9930054,-1.9368725,-1.9972608,-1.756813,0.0034018536,0.8907385,0.0034018536,0.028957272,0.8907385,0.010199723,0.066702604
shrubs_to_trees_true_misclassified_16,shrubs_to_trees,stable_trees,true_misclassified,20707,CV65,164000002645,0.35922012,0.0061163665,-0.38613784,-0.40722665,-0.51984376,-0.7223997,-0.1334599,-0.26261628,-1.1273091,-0.6102335,0.697335,0.8539584,0.45350555,0.55883896,0.2884697,0.1819623,1.0496519,0.6848674,-0.016924089,0.27921984,-0.13984437,-0.67314404,-0.9299502,-0.916264,-1.0440001,-1.2169935,-0.7516765,-0.61462444,-1.5155565,-1.1540998,-0.36833653,-1.2208425,-1.2321289,-1.4316854,-1.4426054,-1.4993179,-1.1942104,-1.2157385,-1.7522,-1.7506667,-1.3554949,-1.9198864,-1.7853522,-1.738365,-1.800255,-1.79616,-1.7156949,-1.6487538,-1.9005439,-1.879128,-1.1960638,-1.3629016,-1.419254,-1.5512588,-1.3778089,-1.3779688,-1.5492547,-1.6071525,-1.5919734,-1.4956559,0.0037906668,0.8464162,0.0037906668,0.057325304,0.8464162,0.039909314,0.052558508
shrubs_to_trees_true_misclassified_17,shrubs_to_trees,stable_shrubs,true_misclassified,88489,HZ10,-123999996824,1.2356436,0.83813417,0.27502003,-0.89335066,-0.118805215,0.9506982,0.5443734,0.6276667,0.32517704,-0.2929797,1.0638543,0.7743547,0.1245748,-1.453761,-0.4911848,0.54392356,0.0070857336,0.23009706,-0.14498536,-0.17534563,0.86990887,0.68906957,0.18215832,-0.5332742,0.4611447,1.181963,1.1152166,0.95044917,0.9654237,0.262305,0.70380604,0.35173842,-0.08050638,-0.232496,0.315335,1.0143112,0.8318495,0.90089685,1.08859,0.76359624,-0.5153969,-0.5050892,-0.20383471,0.808453,0.701289,0.75229025,0.7877054,0.9723423,0.8405074,0.6813472,-0.6833335,-0.6419241,-0.24099724,0.9540372,0.6456795,0.4670593,0.73699254,0.8240552,0.76299757,0.6803131,0.0040247985,0.45161274,0.0040247985,0.45161274,0.00392107,0.41902527,0.12141612
shrubs_to_trees_true_misclassified_18,shrubs_to_trees,wetland_to_woody,true_misclassified,34754,Z59,174000002338,-0.934164,-0.24468514,-0.3435521,0.19608018,-0.50942856,-0.44210505,0.757691,-0.28727636,-0.4235186,-0.06940563,-1.5598962,-0.7586059,-1.0102038,-0.4898378,-0.8738718,-0.64654905,0.46073845,-0.8750756,-0.4947478,-0.43983728,-0.5026594,0.035465207,0.14023423,0.72368,0.027807986,-0.105703555,0.66507804,0.3015207,-0.31084856,0.4313115,0.25149968,0.6419301,0.57435083,0.9230296,0.24208748,-0.09969362,1.067288,0.5065466,0.19716974,0.5561609,1.6226858,1.369462,1.6149775,1.2192199,1.1754197,0.6378191,1.1551735,1.3187562,0.9436308,0.9718387,1.9857264,1.3771499,1.4197485,1.1610525,1.1660419,0.8451447,1.0263615,1.3427333,0.7113503,0.83231467,0.006084826,0.6491422,0.006084826,0.15733102,0.00056248665,0.18687947,0.6491422
shrubs_to_trees_true_misclassified_19,shrubs_to_trees,stable_shrubs,true_misclassified,69608,HZ10,-124999996825,0.25685397,0.2727846,0.42761168,-2.2048411,-0.29842544,1.1360718,0.6381068,0.38526702,-0.13558494,-0.3467569,0.56223387,0.16255587,0.052493792,-1.6201236,-0.588076,0.738761,-0.0096766455,-0.025802964,-0.4276579,-0.35267055,0.62871045,0.45364454,0.42873996,-1.0627903,0.15770943,1.3557822,0.7328313,1.0081178,0.29331538,-0.18880014,0.8984114,0.23619689,0.21741915,-0.20306508,0.47769254,1.3257343,0.42137572,0.740708,0.87283695,0.5645074,0.057920344,0.104666665,0.38084343,1.0027261,0.7200871,0.9151915,0.72639763,0.58722514,0.80437654,0.59953535,-0.4041949,-0.11706599,0.3902337,1.5574898,0.66049176,0.49188668,0.5042561,0.5050453,0.7881039,0.5818691,0.006827575,0.43567783,0.006827575,0.43567783,0.00070477696,0.37497026,0.1818196
stable_trees_false_positive_20,stable_trees,shrubs_to_trees,false_positive,54749,K51,150000002272,0.41045976,0.48556894,0.72089475,0.58378416,1.018323,1.6163529,1.4167205,0.7673876,1.4413122,1.3194507,-0.121679336,0.18145715,0.6497523,0.82970065,1.1982735,1.875131,2.156237,1.7253443,2.2172399,1.8017131,1.0998843,0.63786066,0.95011127,0.48109317,0.80785084,0.9839999,0.6983797,0.41413617,0.85014683,0.67082006,0.85151273,0.62928134,0.61888385,0.25239053,0.42450646,0.65484,0.25868958,-0.28572497,0.066885225,-0.22718345,0.99775606,0.46693525,0.012650598,-0.42003834,-0.8784502,-1.1724391,-1.2494532,-1.3820457,-1.5230519,-1.6242069,0.57376635,0.5555841,-0.002518566,-0.4141406,-1.0004174,-1.4290422,-1.577183,-1.4793954,-1.6285568,-1.5527841,0.0033361807,0.98938316,0.98938316,0.006060833,0.0033361807,0.000342312,0.0008774945
stable_trees_false_positive_21,stable_trees,shrubs_to_trees,false_positive,40424,EB106,320000002797,-1.9037863,-3.4187467,-2.0357578,-1.1613379,-0.83783084,-0.16868228,0.095031396,0.3288462,0.76115453,0.28877473,-1.5157076,-2.0962315,-1.875407,-1.3101401,-1.074985,-0.105828576,-0.24893655,0.26958078,0.47929943,0.3014558,-0.65089804,-2.1959865,-1.6070988,-1.0282419,-0.7017584,-0.06191342,0.30374885,0.7510161,0.7206828,0.21156321,-0.7324057,-1.0291651,-1.1882639,-1.0387104,-0.5571035,-0.27231097,-0.16762327,0.3631929,0.22018993,-0.064181045,0.90603924,0.8512167,0.2338348,-0.21084563,0.2640584,0.07059999,0.18560264,0.15765661,-0.13126172,-0.47765464,1.8028873,3.2259543,1.3386166,0.25909904,0.34943357,0.07762432,0.10007059,-0.0817188,-0.21830012,-0.44694698,4.4172833e-05,0.9790597,0.9790597,0.004811906,4.4172833e-05,0.0001407174,0.015943479
stable_trees_false_positive_22,stable_trees,shrubs_to_trees,false_positive,52995,AL78,248000002396,0.4345241,0.21477856,0.058668002,0.9920847,0.46231964,0.5539422,0.54974616,0.36665294,0.590568,0.6215126,0.6210674,0.067560144,0.036050104,0.99076813,0.7011355,0.7598241,0.90678656,0.46888518,0.6540466,0.6133443,0.792678,0.40996385,0.18383092,0.8722478,0.6096118,0.44799888,0.37475702,0.48417455,0.5623287,0.5887603,0.3303088,0.07151982,-0.15242712,0.21765238,0.13758147,0.07181152,-0.08117948,-0.3244968,0.048518047,0.010446561,0.27797094,0.11818884,0.013657507,-0.4324185,-0.58533865,-0.6411756,-0.78737426,-0.59801614,-0.630319,-0.71894044,0.13000748,-0.016477548,0.049725473,-0.58772856,-0.7106116,-0.8622689,-0.9123327,-0.65394765,-0.6099584,-0.8748978,0.014909546,0.97208226,0.97208226,0.00722916,0.014909546,0.000104605744,0.0056744544
stable_trees_false_positive_23,stable_trees,shrubs_to_trees,false_positive,95194,O78,258000002299,-0.26879305,0.2186323,0.53202504,0.039835528,0.3990236,0.47016177,0.7031817,0.4999946,0.94034415,1.2850524,-0.5236915,-0.018847676,0.5150977,0.22743894,0.59926945,0.47574908,0.5973323,0.45627835,1.1459041,1.3563904,0.13692537,0.4724466,0.5897793,0.4210356,0.5148239,0.49376082,0.46610114,0.35062662,0.6767476,1.1021116,-0.28759345,0.050843973,0.1760035,-0.22767127,-0.11108684,-0.015609386,0.10298338,-0.13675955,0.19716974,0.41500676,0.28355065,-0.0035107543,-0.10381514,-0.2578267,-0.5470461,-0.44525388,-0.47818637,-0.30141842,-0.8738258,-0.9163561,0.40979677,-0.101893425,-0.31721207,-0.58010477,-0.5277119,-0.54235053,-0.7160584,-0.5147155,-1.0453734,-1.067195,0.012671636,0.97090954,0.97090954,0.011615307,0.012671636,0.00029725384,0.004506272
stable_trees_false_positive_24,stable_trees,shrubs_to_trees,false_positive,31654,FK73,167000002927,-0.10048192,-0.116591096,0.15303664,0.602409,0.5767307,0.48898655,0.23898764,-0.22029205,0.04405527,0.40148035,-0.34477508,-0.3911503,-0.042201802,0.46442536,0.39391428,0.1957803,0.34347528,-0.070367806,0.2480397,0.500619,-0.48514533,-0.17524457,0.12276863,0.5941208,0.42812172,0.3856188,0.3145731,-0.093831256,-0.12687339,0.17365345,-0.512417,-0.43564665,-0.44790334,0.20269568,-0.010313189,-0.25629494,-0.17514013,-0.5173356,-0.65653664,-0.5301126,-0.26256537,-0.1594875,-0.2689481,-0.44638583,-0.44330832,-0.37260872,-0.394172,-0.40181714,-0.62843716,-0.9222845,-0.43607786,-0.35139772,-0.43153432,-0.62056947,-0.5566925,-0.67570895,-0.7222647,-0.5024753,-0.7813986,-0.96926117,0.017167117,0.96311295,0.96311295,0.013423666,0.017167117,0.000106719686,0.0061894255
stable_shrubs_false_positive_25,stable_shrubs,shrubs_to_trees,false_positive,86613,EZ52,86000002871,-0.30437464,0.71798015,0.87512696,0.7024868,0.91952825,0.52337706,0.20414124,0.50478524,-0.74168813,0.26133153,-1.0466326,0.32837996,0.8894462,0.5654278,0.81835526,0.62542576,0.28662127,0.45379573,-0.6277984,0.28901887,-0.4912452,0.37076864,1.0949036,0.63032585,0.61369574,0.36308008,0.100240834,0.3696459,-0.7018739,0.24122852,-0.46430963,0.11262828,0.73132956,0.12984209,0.3479931,0.123641215,-0.09030709,-0.08319322,-0.9893499,-0.33274224,-0.027170531,-0.33810604,-0.41864184,-0.28480905,-0.3423554,-0.2918919,-0.17770264,-0.23780702,-0.24943969,-0.53782785,-0.08406388,-0.611579,-0.4364514,-0.6452002,-0.5856731,-0.5607937,-0.5826228,-0.45351455,-0.36319935,-0.5795658,0.018797163,0.9596597,0.9596597,0.018797163,0.0052706054,0.00062469504,0.015647827
stable_shrubs_false_positive_26,stable_shrubs,shrubs_to_trees,false_positive,110156,EZ52,86000002871,-0.30437464,0.71798015,0.87512696,0.7024868,0.91952825,0.52337706,0.20414124,0.50478524,-0.74168813,0.26133153,-1.0466326,0.32837996,0.8894462,0.5654278,0.81835526,0.62542576,0.28662127,0.45379573,-0.6277984,0.28901887,-0.4912452,0.37076864,1.0949036,0.63032585,0.61369574,0.36308008,0.100240834,0.3696459,-0.7018739,0.24122852,-0.46430963,0.11262828,0.73132956,0.12984209,0.3479931,0.123641215,-0.09030709,-0.08319322,-0.9893499,-0.33274224,-0.027170531,-0.33810604,-0.41864184,-0.28480905,-0.3423554,-0.2918919,-0.17770264,-0.23780702,-0.24943969,-0.53782785,-0.08406388,-0.611579,-0.4364514,-0.6452002,-0.5856731,-0.5607937,-0.5826228,-0.45351455,-0.36319935,-0.5795658,0.018797163,0.9596597,0.9596597,0.018797163,0.0052706054,0.00062469504,0.015647827
